"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"10162","ay31007",10018,14737949,NA,"","","","","","","F",NA,NA
"10163","by48226",60657,19519736,5,"M","","O","S","A","1","F",32,2
"10164","ty40577",60625,18027837,NA,"M","","O","B","E","1","F",28,1
"10165","bx88342",22308,8541556,11,"S","Y","O","A","G","1","F",50,2
"10166","fy34221",60614,14650636,NA,"S","","","B","E","4","Y",24,2
"10167","nx91708",10589,9600230,NA,"","","","","","","M",NA,NA
"10168","dy18315",2631,11722303,10,"S","Y","O","A","","1","Y",38,2
"10169","bz35980",2138,450256,NA,"","","","","","","",NA,NA
"10170","ny27646",10280,13767636,NA,"M","","","B","G","3","Y",44,1
"10171","my17628",53217,11619596,8,"S","","O","S","","1","Y",30,1
"10172","fy32531",7652,15088630,6,"S","N","O","S","F","2","M",56,NA
"10173","ty46225",11362,19222249,NA,"","","","","","","M",NA,NA
"10174","qy39851",46143,17863136,NA,"S","","O","","F","1","F",34,2
"10175","ly48212",20007,19503003,10,"S","Y","O","M","H","1","Y",62,3
"10176","zx82923",20882,7780876,11,"S","Y","O","A","H","1","F",38,3
"10177","jy20495",2482,12219488,13,"S","N","O","M","H","2","F",52,2
"10178","wy32101",2917,15000562,NA,"","","","","","","",NA,NA
"10179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10180","ry28031",11961,13922449,8,"S","","O","S","B","1","Y",32,2
"10181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10182","ny42042",1952,18355196,6,"S","N","O","M","H","2","M",72,1
"10183","cy42111",2467,18374896,NA,"","","","","","","Y",NA,NA
"10184","ay40926",8755,18106588,NA,"","","","","","1","M",NA,NA
"10185","px82534",10530,7735356,10,"S","Y","O","M","E","1","Y",34,2
"10186","by35993",20002,15603748,12,"S","Y","O","M","G","1","Y",52,NA
"10187","gx88288",11554,8528870,11,"S","Y","O","M","E","3","F",38,1
"10188","zy25695",60010,13160503,NA,"","","","","","","",NA,NA
"10189","ly42581",2138,18488830,NA,"","","","","","","Y",NA,NA
"10190","fy42069",60126,18364772,NA,"","","","","","","M",NA,NA
"10191","sx93753",11963,10232096,8,"S","N","O","S","B","1","F",50,2
"10192","jy37278",20906,17191656,11,"M","","","B","","1","M",50,NA
"10193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10194","fy16780",6770,11398096,NA,"","","","","","","Y",NA,NA
"10195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10196","dy45105",8863,17403172,11,"S","N","O","A","F","1","F",36,2
"10197","wy50180",2127,19936172,8,"M","","O","S","","4","Y",52,1
"10198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10199","yx60209",11768,5013770,12,"S","N","O","M","H","2","Y",54,1
"10200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10201","yy32301",2920,15043556,8,"S","N","O","M","D","1","Y",70,1
"10202","xy41571",8752,18224636,13,"S","Y","O","M","H","1","F",44,2
"10203","ny24856",20850,13003960,NA,"","","","","","","",NA,NA
"10204","ty35788",6770,15735976,3,"S","N","O","M","G","1","Y",44,1
"10205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10206","wz31266",11001,327570,3,"S","N","O","S","D","1","M",80,NA
"10207","jy42283",60022,18429388,NA,"","","","","","","",NA,NA
"10208","cx71686",53209,6362770,NA,"","","","","","","M",NA,NA
"10209","oy42202",11935,18392037,NA,"","","","","","","Y",NA,NA
"10210","cx93751",2191,10218998,6,"S","Y","O","S","B","1","M",62,NA
"10211","qy40087",22202,17921236,7,"M","Y","O","M","B","1","Y",28,1
"10212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10213","zy39327",2766,17737898,1,"S","N","O","M","B","1","F",78,1
"10214","wy33297",2093,15251549,12,"S","N","O","A","A","1","F",48,2
"10215","vy37426",7924,17187603,12,"S","Y","O","M","H","1","F",50,2
"10216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10217","wx96101",2115,10665288,NA,"","","","","","","",NA,NA
"10218","py46299",7733,18686772,NA,"","","","","","","",NA,NA
"10219","dy16576",11040,11351696,7,"S","N","O","S","C","2","M",86,3
"10220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10221","ax61927",6810,5221296,11,"S","N","O","M","F","1","F",42,2
"10222","hy41166",21244,18155403,5,"S","N","O","M","H","1","M",56,2
"10223","my48517",11361,19587937,NA,"","","","","","","",NA,NA
"10224","oy38590",11436,17537956,NA,"","","","","","","",NA,NA
"10225","fy30355",2116,14579172,12,"S","Y","O","M","H","1","Y",42,3
"10226","zy19401",60089,11967549,NA,"","","","","","","",NA,NA
"10227","ny20852",53154,12299236,NA,"S","N","O","M","G","1","F",34,2
"10228","gx97694",20001,8676088,NA,"","","","","","","Y",NA,NA
"10229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10231","mx74109",11501,6253330,4,"S","Y","O","M","","2","M",90,NA
"10232","iy26927",11701,13533137,NA,"","","","","","","F",NA,NA
"10233","wy29455",11746,14356198,NA,"","","","","","","",NA,NA
"10234","gy26183",60618,13333698,6,"S","N","O","A","D","1","F",46,NA
"10235","vy22329",60526,12578948,9,"M","Y","O","M","","1","M",90,1
"10236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10238","xx59209",60565,4894436,12,"S","Y","O","M","H","1","F",38,3
"10239","dy49688",10566,8244803,7,"S","N","O","M","","1","Y",74,2
"10240","ly27892",11946,13879062,4,"S","","O","","G","1","F",32,1
"10241","ux86238",22303,8207596,4,"M","N","O","S","E","1","M",70,2
"10242","ly29385",2891,14342470,NA,"","","","","","","",NA,NA
"10243","jx96840",2115,10548749,NA,"","","","","","","Y",NA,NA
"10244","vy46188",2115,19218870,12,"S","Y","O","M","H","2","F",52,NA
"10245","ny50816",2125,20120262,NA,"","","","","","","M",NA,NA
"10246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10247","zy28812",7450,12856548,12,"S","N","O","M","H","2","M",38,2
"10248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10249","sy46852",20002,19218436,NA,"M","","","B","F","1","Y",24,1
"10250","py52132",2882,20445049,NA,"","","","","","","",NA,NA
"10251","sy44154",60007,18861737,NA,"","","","","","","",NA,NA
"10252","ny45088",2720,19035396,NA,"","","","","","","F",NA,NA
"10253","ly49505",10128,19604898,NA,"","","","","","","Y",NA,NA
"10254","ay30436",46235,14604776,1,"S","","O","S","","1","M",62,1
"10255","xx88873",11782,6675198,7,"S","Y","O","A","F","1","F",34,1
"10256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10257","qx71244",60610,6324270,NA,"","","","","","","",NA,NA
"10258","jx97005",11756,10834296,NA,"","","","","","","",NA,NA
"10259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10260","ax95790",2445,10609236,NA,"M","","O","B","","3","Y",36,3
"10261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10262","hy28935",7302,14187898,11,"M","","","B","F","3","Y",64,NA
"10263","sx79562",2446,7306703,12,"M","Y","O","S","F","4","Y",48,3
"10264","qy26676",6279,13476872,8,"S","Y","O","M","A","3","Y",46,NA
"10265","jy32910",10010,15169172,NA,"","","","","","","Y",NA,NA
"10266","by22878",60657,12660676,12,"M","Y","O","A","G","4","F",38,2
"10267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10268","ly48330",6066,19519330,NA,"","","","","","","Y",NA,NA
"10269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10270","vy48051",7470,19508849,11,"S","Y","O","M","E","1","Y",60,1
"10271","xy29657",60605,14422103,NA,"","","","","","","M",NA,NA
"10272","ky38962",19036,17559936,7,"S","Y","O","M","H","1","Y",30,NA
"10273","hy28582",2170,13931649,NA,"","","","","","","Y",NA,NA
"10274","ty37800",22015,9582276,NA,"","","","","","","",NA,NA
"10275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10276","ty39630",53403,15761098,NA,"","","","","","","Y",NA,NA
"10277","sy27315",2889,13650862,6,"S","Y","O","M","E","1","M",58,1
"10278","fy41975",7030,18333876,NA,"","","","","","","F",NA,NA
"10279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10280","ky20235",6498,12165998,3,"M","N","O","M","","1","M",90,1
"10281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10282","yy33538",2180,9371776,8,"M","Y","O","S","E","5","M",38,2
"10283","dy37583",19146,17286048,12,"S","N","O","S","H","1","M",48,3
"10284","dy50972",11373,15919698,NA,"","","","","","","",NA,NA
"10285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287","oy48335",10541,19547356,5,"S","Y","R","M","B","1","Y",48,2
"10288","iy50225",2649,19946772,12,"S","N","O","M","F","1","M",68,3
"10289","ny23662",10595,12798472,NA,"","","","","","","Y",NA,NA
"10290","jy44093",8753,18851437,NA,"","","","","","","",NA,NA
"10291","dx60620",10023,5066448,4,"S","","","S","G","3","M",32,2
"10292","ay48053",60647,19504398,NA,"S","","","B","G","4","Y",34,2
"10293","zy27562",6605,13732296,NA,"","","","","","","Y",NA,NA
"10294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10295","ny43173",60510,18648672,12,"S","N","O","M","F","1","F",42,2
"10296","qy31697",22030,14907872,NA,"","","","","","","Y",NA,NA
"10297","ny23766",11946,12800662,NA,"","","","","","","",NA,NA
"10298","jy18322",60657,11762336,NA,"","","","","","","",NA,NA
"10299","sy32131",60091,15006862,7,"S","Y","O","M","H","1","F",38,3
"10300","ey45556",20032,18760503,1,"M","","","S","","3","F",92,2
"10301","ix65158",2910,5630198,5,"S","Y","O","S","B","3","F",26,2
"10302","qy49732",8535,18002748,11,"S","N","O","M","G","1","F",48,NA
"10303","uy48792",60478,19643670,NA,"","","","","","","M",NA,NA
"10304","ky51926",46228,20397470,NA,"S","","","B","C","3","Y",26,1
"10305","nx71584",6001,6361349,8,"S","N","O","M","D","1","M",62,3
"10306","hy32448",20008,14933396,4,"S","","","A","I","3","M",40,2
"10307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308","ey41108",22314,18145972,NA,"","","","","","","",NA,NA
"10309","xy42217",60622,18395548,11,"S","Y","O","S","E","4","Y",34,NA
"10310","py29220",6825,14297576,8,"S","N","O","S","E","1","M",86,3
"10311","xy40048",2807,17864562,11,"S","Y","O","M","H","1","Y",40,2
"10312","vy44028",6850,18838360,5,"M","Y","O","","","1","Y",50,2
"10313","cy27175",46038,13608949,8,"S","Y","O","M","A","1","F",42,3
"10314","ex96435",2127,10685648,NA,"M","","","B","E","1","Y",26,2
"10315","ax96949",2638,7243698,8,"S","Y","O","S","H","1","Y",66,1
"10316","ay40270",2115,17957060,NA,"","","","","","","",NA,NA
"10317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10318","hy48220",2148,19450562,12,"S","Y","O","M","I","1","Y",42,3
"10319","ry28580",2116,14074770,11,"S","","","A","E","5","Y",58,2
"10320","gx70043",11772,6170862,7,"S","N","O","M","A","1","F",38,1
"10321","ty42641",20815,18506637,8,"S","Y","O","M","J","1","Y",40,2
"10322","ny32290",19147,15036830,NA,"","","","","","","F",NA,NA
"10323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10324","bx71826",20866,6388836,8,"S","","O","M","G","1","Y",70,3
"10325","oy47948",7002,19491836,5,"S","N","O","S","E","1","Y",56,2
"10326","dy30512",2903,14576249,NA,"","","","","","","M",NA,NA
"10327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10329","ry32218",60187,15025103,6,"S","Y","O","S","","3","Y",34,2
"10330","sy25624",60201,13137962,NA,"M","","O","","","3","M",NA,NA
"10331","ux79038",6401,7229072,7,"M","Y","O","S","","1","F",50,2
"10332","ry27581",60611,13751972,NA,"","","","","","","",NA,NA
"10333","by41539",7302,18219756,12,"M","Y","O","A","H","1","Y",40,3
"10334","wy18402",2633,11781172,12,"S","Y","O","S","I","1","F",58,1
"10335","cy50222",1002,19950876,12,"S","Y","O","S","J","1","F",50,2
"10336","dx68640",20902,6013703,12,"S","Y","O","M","G","1","F",42,3
"10337","qy47107",60657,19359449,NA,"S","","","","D","1","Y",32,NA
"10338","uy22996",6824,9282388,NA,"","","","","","","",NA,NA
"10339","py28805",11930,14149903,NA,"M","","","","","3","Y",NA,NA
"10340","ey48710",2176,18099130,7,"M","","","B","","1","M",34,1
"10341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10343","dy24730",21117,12979270,9,"S","N","O","M","","1","Y",50,3
"10344","gy24655",20120,12850848,13,"S","N","O","M","D","1","F",42,3
"10345","jy31397",20009,14818976,NA,"M","","","B","F","3","Y",28,1
"10346","cy26464",20001,13412070,NA,"","","","","","","Y",NA,NA
"10347","xy47032",60622,14106860,NA,"","","","","","","Y",NA,NA
"10348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10349","dx92489",2127,9931388,NA,"","","","","","","F",NA,NA
"10350","yx82590",21754,7596270,9,"S","Y","O","M","J","1","F",42,2
"10351","py43098",11954,18630996,12,"S","N","O","M","H","1","F",32,2
"10352","yy28387",11730,14028830,12,"S","Y","O","M","F","1","Y",36,3
"10353","ry44702",11787,18963037,12,"S","N","O","M","","1","M",62,3
"10354","ny41411",11434,18196096,NA,"","","","","","","M",NA,NA
"10355","py21655",1532,12451330,13,"S","Y","O","S","","1","F",48,NA
"10356","by26078",10016,13305749,NA,"","","","","","","Y",NA,NA
"10357","zy37910",60047,12190972,NA,"","","","","","","F",NA,NA
"10358","sy32132",60098,11835498,12,"S","Y","O","M","H","1","F",74,NA
"10359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10360","wy40440",6902,17988837,7,"M","","O","S","F","3","Y",28,1
"10361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10362","wy31500",11561,14857948,11,"M","Y","O","A","E","1","M",40,2
"10363","ux36236",6516,2824996,NA,"","","","","","","",NA,NA
"10364","hy51832",19026,20377736,11,"S","N","O","M","H","1","F",44,2
"10365","vy35122",60613,15553562,12,"S","N","O","M","F","1","F",24,1
"10366","nx82837",21030,7771696,12,"S","Y","O","M","","2","M",40,2
"10367","ky41496",20001,18136270,6,"S","Y","O","M","","1","F",34,1
"10368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10369","ky31031",10014,14743776,NA,"M","","O","S","H","1","M",48,NA
"10370","cy47870",11374,19479476,5,"S","N","O","M","F","1","M",66,2
"10371","wy24232",11756,12885803,12,"S","N","O","M","F","1","Y",36,3
"10372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10373","vx79422",2747,7218896,11,"S","Y","O","M","H","2","Y",48,3
"10374","cx92387",1516,9894337,8,"S","Y","O","A","G","1","Y",34,1
"10375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10376","dx97665",20001,10982603,NA,"","","","","","","M",NA,NA
"10377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10378","cx77342",11937,6882972,11,"S","Y","O","M","H","1","M",48,3
"10379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10380","oy48895",20016,19663898,12,"S","Y","O","M","H","1","Y",46,1
"10381","ny41087",22304,16310356,12,"S","Y","O","S","","1","M",82,NA
"10382","px46356",10598,3533676,9,"S","Y","O","A","E","2","F",52,NA
"10383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10384","ky39388",1970,17423796,7,"M","","O","S","E","3","F",50,2
"10385","ax75979",60643,6751048,12,"S","Y","O","M","A","1","M",42,1
"10386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10387","cx51187",6106,3988130,NA,"","","","","","","M",NA,NA
"10388","ey37054",11790,15848788,NA,"","","","","","","M",NA,NA
"10389","zy23386",22193,12747272,NA,"S","","O","B","","3","F",40,1
"10390","ix77393",20817,7053770,9,"S","Y","O","S","E","1","Y",38,2
"10391","ax86529",2115,8247576,7,"S","Y","O","M","","2","M",68,1
"10392","bx94893",2135,10275276,NA,"","","","","","","Y",NA,NA
"10393","cx60827",6492,5092798,10,"S","Y","O","M","","1","Y",30,1
"10394","ey36305",19104,15747556,5,"M","","O","S","F","5","Y",52,3
"10395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10396","py27192",22193,13616748,9,"S","","O","M","","1","F",28,NA
"10397","uy48905",2888,19664449,6,"S","N","O","M","F","1","Y",32,3
"10398","ry38400",53209,17485149,NA,"","","","","","","",NA,NA
"10399","fy34439",60103,15474798,11,"S","Y","O","M","","1","F",38,2
"10400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10402","gx60563",2152,5058049,12,"S","N","O","M","","1","M",56,1
"10403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10404","wy30478",10570,14586598,NA,"","","","","","","F",NA,NA
"10405","gx54536",6883,4380736,13,"S","Y","O","M","H","1","F",42,1
"10406","ry42650",10701,18518896,NA,"M","","","","","3","M",58,NA
"10407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10408","ny33355",20910,15262849,6,"M","","O","S","F","3","Y",32,3
"10409","vy47588",20057,19428156,NA,"","","","","","","Y",NA,NA
"10410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10411","ky39165",6473,17692948,NA,"S","","","","","3","M",NA,NA
"10412","jy47129",2135,19361056,NA,"","","","","","","Y",NA,NA
"10413","oy27468",20147,13500330,12,"S","N","O","M","G","1","Y",44,3
"10414","py44795",11103,18975548,NA,"","","","","","","Y",NA,NA
"10415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10417","ly19025",22031,11885498,NA,"S","","","B","","3","Y",24,NA
"10418","jx22810",6831,2119688,13,"S","Y","O","M","J","1","F",54,NA
"10419","hx94161",60654,10324236,2,"M","","O","S","E","2","M",46,3
"10420","my30325",60007,14574096,12,"S","N","O","M","H","1","Y",88,2
"10421","ex63967",8820,5390788,12,"S","Y","O","M","F","2","F",48,2
"10422","wx84102",6795,7915462,NA,"","","","","","","",NA,NA
"10423","dy51742",19036,20353056,12,"S","Y","O","B","G","1","M",46,2
"10424","ax79143",20853,6326230,9,"S","Y","O","M","F","1","Y",46,NA
"10425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10426","vy36752",19057,16016570,7,"S","","O","S","D","2","Y",68,NA
"10427","cy18950",2745,10116598,NA,"","","","","","","Y",NA,NA
"10428","vx94183",21133,10329388,NA,"","","","","","","",NA,NA
"10429","ly35125",60657,15595548,NA,"","","","","","","Y",NA,NA
"10430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10431","ey47292",11788,19382056,12,"S","Y","O","A","G","1","M",34,1
"10432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10433","hy26336",2644,13371649,5,"S","Y","O","M","C","1","Y",36,NA
"10434","ux87164",60586,8358437,10,"S","Y","O","M","A","1","F",36,3
"10435","mx80979",6712,7483576,8,"S","Y","O","M","","2","Y",52,1
"10436","nx86689",10533,8213003,8,"M","Y","R","A","G","1","F",54,3
"10437","ly50670",2917,14328337,NA,"","","","","","","",NA,NA
"10438","vy28296",2114,13987172,NA,"M","","","","","3","Y",NA,NA
"10439","by49625",20008,19802149,11,"M","","O","S","G","1","M",30,1
"10440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10442","dy36639",11934,12104049,11,"S","N","O","A","E","1","Y",40,1
"10443","ay48881",6510,19614037,NA,"","","","","","","M",NA,NA
"10444","by31896",21045,14954330,NA,"","","","","","","Y",NA,NA
"10445","uy42042",7512,18355462,NA,"","","","","","","M",NA,NA
"10446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10447","my25455",6488,13136560,NA,"","","","","","","",NA,NA
"10448","ey29981",20815,14350572,11,"M","","","","F","3","Y",36,NA
"10449","cy18693",7016,11163296,NA,"","","","","","","",NA,NA
"10450","qx48502",7922,3738460,11,"S","N","O","M","G","1","Y",52,2
"10451","my22846",6355,12653448,9,"S","Y","O","M","E","2","Y",44,2
"10452","oy23170",2110,12695988,NA,"M","","","","","2","M",NA,NA
"10453","ry36260",20001,15882162,NA,"","","","","","","",NA,NA
"10454","dy43915",11565,18805870,13,"S","Y","O","S","C","1","Y",74,1
"10455","uy38069",6355,17358530,NA,"S","","","B","E","3","M",24,NA
"10456","iy32356",11370,12894103,NA,"","","","","","","M",NA,NA
"10457","ay30520",20005,14597772,7,"S","Y","O","M","G","4","F",62,1
"10458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10459","vy45023",60634,18969688,9,"S","Y","O","M","","1","F",94,NA
"10460","ay23305",11570,12717136,12,"S","Y","O","M","F","1","F",48,2
"10461","dy40006",20010,17724730,NA,"","","","","","","",NA,NA
"10462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10463","ex70030",11742,6172396,NA,"","","","","","","M",NA,NA
"10464","ex72129",53097,6419170,12,"S","Y","O","S","G","1","F",40,3
"10465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10466","iy43195",10036,18655156,NA,"","","","","","","Y",NA,NA
"10467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10468","sy38667",2139,17559156,NA,"","","","","","","",NA,NA
"10469","hy26491",12601,11326103,7,"S","Y","O","S","D","2","Y",46,1
"10470","ry36816",20008,16041436,11,"S","Y","O","M","E","1","F",22,NA
"10471","ny47008",21229,19346072,8,"S","","O","M","","1","M",64,3
"10472","ay49890",2347,19877056,11,"S","N","O","M","","1","F",52,1
"10473","cy47698",60201,19457598,NA,"","","","","","","",NA,NA
"10474","fx87269",46307,8082756,11,"S","","O","M","E","1","Y",52,2
"10475","yy30107",1702,14546156,NA,"","","","","","","Y",NA,NA
"10476","dy18860",11901,11866272,5,"S","N","O","M","H","1","Y",62,1
"10477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478","yy36172",6033,15869130,10,"S","Y","","S","B","1","Y",28,NA
"10479","ty35531",11367,15630737,12,"S","N","O","M","F","1","M",20,NA
"10480","qy40746",22031,17901637,5,"S","Y","O","M","G","2","M",40,3
"10481","my37027",11713,16108030,13,"S","Y","O","","","2","Y",NA,NA
"10482","cx98182",60618,11078536,5,"S","N","O","S","C","2","Y",66,1
"10483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10484","wy44152",6010,18859696,5,"S","Y","O","S","B","1","M",32,1
"10485","ty33572",11205,15112436,3,"M","","","S","E","3","Y",30,1
"10486","kx92480",2111,9933636,NA,"","","","","","","",NA,NA
"10487","ry24888",20151,8878360,NA,"","","","","","","",NA,NA
"10488","dy45125",20708,19039437,NA,"M","","","","","1","F",NA,NA
"10489","vy28005",11004,13915570,NA,"","","","","","","",NA,NA
"10490","jy34313",60625,15298936,7,"M","","O","S","","1","F",38,2
"10491","ry37520",60610,17263403,NA,"S","","","B","C","4","Y",30,2
"10492","ux96988",53217,10808098,6,"S","N","O","S","D","1","F",50,2
"10493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10494","dx95745",60607,10599462,8,"M","","O","B","G","1","Y",28,1
"10495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10496","gy38858",2109,17619862,11,"S","N","O","","G","1","Y",24,NA
"10497","xy41565",7071,18110137,NA,"M","","","B","","3","Y",38,NA
"10498","cx70064",22304,6174076,12,"S","Y","O","M","H","1","F",38,3
"10499","ry45190",21234,19053156,NA,"","","","","","","",NA,NA
"10500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10501","my48149",2135,18896298,7,"S","N","O","M","F","1","Y",26,2
"10502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10506","ey18967",2920,8287498,NA,"","","","","","","",NA,NA
"10507","yy36365",53186,15907976,4,"S","Y","O","M","A","1","F",42,2
"10508","fy32960",60630,15177262,6,"M","","O","S","","3","F",42,1
"10509","iy36189",6518,15870703,8,"S","N","O","M","H","1","Y",30,2
"10510","my48163",11731,19526349,NA,"S","","","","","1","Y",40,NA
"10511","qy49893",7727,19883788,11,"S","Y","O","S","F","1","F",36,1
"10512","dx86365",60657,8091903,NA,"","","","","","","Y",NA,NA
"10513","oy35094",2445,15593948,NA,"","","","","","","",NA,NA
"10514","jy30472",20002,14612230,NA,"S","Y","","B","H","3","Y",58,NA
"10515","ay49526",10302,19804172,11,"S","Y","O","S","E","2","M",46,2
"10516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10517","ey37159",20878,17149362,13,"S","Y","O","A","G","2","F",50,NA
"10518","ly44797",2467,18978362,11,"M","Y","R","S","A","1","Y",42,3
"10519","yx71748",60655,6377637,10,"S","N","O","M","I","1","M",64,1
"10520","ky39108",20002,17685062,9,"S","Y","O","S","E","3","M",58,2
"10521","ey39770",1810,17845670,10,"S","Y","O","S","F","1","Y",24,2
"10522","py48925",60148,19671872,NA,"","","","","","","Y",NA,NA
"10523","ey34645",21122,15512370,8,"S","N","O","M","D","1","M",50,1
"10524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10525","ty19481",60440,11991972,6,"S","","O","S","","1","Y",90,1
"10526","xy32949",60610,15179172,NA,"M","","O","S","","1","Y",42,NA
"10527","ny46969",10314,19332530,8,"S","Y","O","S","","2","Y",26,NA
"10528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10529","xy45211",21144,19055349,7,"S","","","S","","1","F",32,1
"10530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10531","vy35798",6117,15736260,NA,"M","Y","","B","","3","",98,NA
